x_1_2,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9
9685,,6,,,,,,
NAME,,DESCRIPTION,parental,parental2,lm21,lm22,lm23,lm24
AFFX-BioB-5_at,'DDR1',na,210.6,234.6,362.5,389,305.6,330.5
AFFX-BioB-M_at,'RFC2',na,393,327.8,501.4,816.5,542,440.8
AFFX-BioB-3_at,'PAX8',na,264.9,164.6,244.7,379.7,261.3,303.7
AFFX-BioC-5_at,'THRA',na,738.6,676.1,737.6,1191.2,917,767.9
AFFX-BioC-3_at,'ESRRA',na,356.3,365.9,423.4,711.6,560.3,484.9
AFFX-BioDn-5_at,'GAS6',na,566.3,442.2,649.7,834.3,599.1,606.9
AFFX-BioDn-3_at,'MMP14',na,3911.8,3703.7,4680.9,6037.7,4653.7,4232
AFFX-CreX-5_at,'TRADD',na,6433.3,5980,7734.7,10591,8162.1,8428
AFFX-CreX-3_at,'BAD',na,11917.8,9376.7,11509.3,16814.4,13861.8,13653.4
AFFX-HUMISGF3A/M97935_5_at,'PRPF8',na,82.7,120.7,92.7,46.4,55.9,46.5
AFFX-HUMISGF3A/M97935_MB_at,'CAPNS1',na,206.2,303,300.8,253.5,195.3,216
AFFX-HUMISGF3A/M97935_3_at,'RPL35',na,663.8,723.9,812.1,666.1,629.4,754.1
AFFX-HUMRGE/M10098_5_at,'RPL28',na,547.6,405.9,6894.7,3496.1,1958.5,5799.4
AFFX-HUMRGE/M10098_M_at,'EIF4G2',na,239.1,175.8,3675,1348.6,695.9,2428.2
AFFX-HUMRGE/M10098_3_at,'EIF3D',na,1236.4,721.4,9076.1,7795.9,4237.1,7890
AFFX-HUMGAPDH/M33197_5_at,'PARK7',na,19508,19267.1,22892,26584,29666.6,25038.1
AFFX-HUMGAPDH/M33197_M_at,'SRP14',na,18996.6,20610.4,21573.7,29936,30106.6,22380.2
AFFX-HUMGAPDH/M33197_3_at,'GDI2',na,18016.4,17463.8,20921.3,26908.3,28382.2,21885
AFFX-HSAC07/X00351_5_at,'GDI2',na,23294.6,21783.7,18423.3,21858.9,23517.1,19450.3
AFFX-HSAC07/X00351_M_at,'RPL11',na,25373.1,24922.8,22384.2,25760.2,27718.5,21401.6
AFFX-HSAC07/X00351_3_at,'ARF3',na,20032.8,20251.1,20961.7,23494.6,23381.2,21173.3
AFFX-M27830_5_at,'RPL21 /// RPL21P119 /// RPL21P28',na,731.5,614.9,7824.9,1992.1,1480.5,5937.8
AFFX-hum_alu_at,'RPL24 /// RPL24P4',na,19621,20396.3,19844.2,24283.1,25676.5,20397.4
AFFX-r2-Ec-bioB-5_at,'HNRNPC',na,243.2,193.6,253.7,462.1,326.4,318.8
AFFX-r2-Ec-bioB-M_at,'2-Sep',na,482.6,448.1,594.3,819.5,676.9,596.2
AFFX-r2-Ec-bioB-3_at,'HNRNPA1',na,254.3,231.8,345.3,519.5,399.6,330.5
AFFX-r2-Ec-bioC-5_at,'RPS27A',na,645.1,595.9,753.7,1115.7,776.7,740
AFFX-r2-Ec-bioC-3_at,'RPS13',na,848.5,874.3,974,1336.2,1035.8,959.7
AFFX-r2-Ec-bioD-5_at,'FAU',na,2599.8,2252.4,2735.6,4011.8,2877.3,2730
AFFX-r2-Ec-bioD-3_at,'TARDBP',na,2866.7,2618,3150.6,4917.6,3857.5,3588.1
AFFX-r2-P1-cre-5_at,'CFL1',na,12667.2,12782.6,14740.1,19846.3,16928.7,14437.9
AFFX-r2-P1-cre-3_at,'RPL18',na,16690.5,17395.8,21243.5,25469.7,21833,19222.1
AFFX-r2-Hs18SrRNA-3_s_at,'EIF3F',na,1044.6,719.2,10360.7,8882.5,4229.4,10168.5
AFFX-r2-Hs18SrRNA-M_x_at,'RPS5',na,269,250.1,4548.6,1518.8,705.8,2899.3
AFFX-r2-Hs18SrRNA-5_at,'RPL27',na,831.6,570.8,7851.3,3963.4,2585.9,6886
AFFX-r2-Hs28SrRNA-3_at,'RPL34',na,651.1,438.1,4422.5,960.9,978.6,2685.2
200000_s_at,'NARS',na,2698.9,2701.3,1950.7,2491.8,2198.9,2182.9
200001_at,'STARD7',na,7695.8,6613.7,6303.7,7525.3,6564,6026
200002_at,'RPL19',na,14678.9,14211.2,14274,19098.8,20025.4,14405.9
200003_s_at,'SLC25A3',na,12596.6,12638.7,14242.2,15085.5,15284.6,14589.9
200004_at,'RPS11',na,6921.3,7009.1,8999.6,9749.9,9277.3,9524.8
200005_at,'RPL9 /// RPL9P7',na,3970.3,3676.8,3739.5,4199.8,4580.6,4485.9
200006_at,'DDX5',na,5668.7,6990,7869.9,10307.1,8835.4,9624.1
200007_at,'RPL6 /// RPL6P27',na,5466.4,5368,6836.3,6511.8,6194.7,6523.7
200008_s_at,'CTDNEP1',na,3486.4,3463.1,3440.8,3248.5,3771.6,3636.2
200009_at,'RPL10A',na,6376,6046.2,6110.3,7077.3,7479.8,6759.1
200010_at,'CBX3',na,7049.1,8599.9,9005.3,10723.1,9810.1,11043.8
200011_s_at,'C18orf32 /// RPL17 /// RPL17-C18orf32',na,1974.8,2032.8,1928.8,1830.6,1932.7,1824.1
200012_x_at,'PSMB2',na,12603,10529.8,10120.3,15197.4,13708.3,12065.6
200013_at,'KHDRBS1',na,11760,12193.6,13798.6,16020.6,15651.5,18009.6
200014_s_at,'ATP6V1G2-DDX39B /// DDX39B',na,3027.4,3039.3,3435.4,3842.4,3959.8,3774.4
200015_s_at,'RTCB',na,3506.3,3077.4,3540.3,3859.9,3492.5,3608.8
200016_x_at,'ERH',na,11676.9,12482.5,14783.4,14912.2,15202,15227.5
200017_at,'SRSF9',na,10892.5,11641,10098.1,10144,9526,10727.2
200018_at,'ABCF1',na,13280.7,14560.6,14254.3,17077.1,17871.8,15079.2
200019_s_at,'DAD1',na,12991.2,14190.6,12924.8,12764.3,13177.1,12817.3
200020_at,'YY1',na,2725.1,2580.9,2771.1,3179.2,3114.1,3323.5
200021_at,'JTB',na,19554.4,18966,18954.2,22107,22943.7,20117.3
200022_at,'KAT7',na,13014.4,14211.7,12634.4,13979.7,15497.1,11837.4
200023_s_at,'ZNF146',na,5866.9,5762.9,6222.2,5527,6110.2,5875.9
200024_at,'SART1',na,11106.8,9545.6,12951.8,15217,13505.2,12439.8
200025_s_at,'ILF2',na,14197.3,13379.4,14306.1,17247.2,18349,15409.8
200026_at,'SPAG7',na,10156.6,9799,12391.1,13172.5,13003.9,12811.4
200027_at,'ZPR1',na,3612.8,4056.3,3407.8,2450.9,2548.8,2954.1
200028_s_at,'TAF10',na,3467.7,3517.1,2592.2,2187.9,2289.5,2345.3
200029_at,'C1D',na,12871.1,11582.9,13156.6,14646.7,15546.9,12992
200030_s_at,'NONO',na,13234.3,11382.3,11944.3,14565.7,15752.7,13395.1
200031_s_at,'SNRNP200',na,15402.5,16695.6,17767.1,17921.4,18217,15846.8
200032_s_at,'RHOA',na,14245.2,13919.2,16371.7,18917.2,17448.9,20118.8
200033_at,'RNPS1',na,5296.2,4920.2,7070.6,7262.1,6861.9,6706.7
200034_s_at,'RPS24',na,8626.6,10406.9,11974.3,12243.5,12633,11632.6
200035_at,'RPL30',na,1582.7,1148,1236.5,1487.8,1491.6,1321.8
200036_s_at,'NPM1',na,8994.9,8723.5,7917.9,8513.2,9492.1,8500.3
200037_s_at,'HSP90AB1',na,3356.1,3066.1,4255.5,4283.5,4051.6,4223.5
200038_s_at,'ARF1',na,12274.9,10982.7,12282.3,11265,11159.2,10939.8
200039_s_at,'IK',na,4488.1,4479.3,3840,5050.5,4539.4,4764.1
200040_at,'SNX3',na,2534,2564.1,3168,3201.1,2901.7,3287.5
200041_s_at,'CANX',na,6064.2,6112.8,5262.9,6461.6,5814.6,6848.8
200042_at,'SART3',na,1450.7,1761.9,1839.6,1696.9,2007.3,1697.7
200043_at,'CNPPD1',na,7586.8,7444.1,8920.6,8593.7,7953.2,9110.8
200044_at,'SMNDC1',na,3252.1,3142.9,3500.4,3485.5,3274,3541.7
200045_at,'HNRNPM',na,3711.5,3611.4,2959.5,3147.2,2945.3,3073.6
200046_at,'HNRNPD',na,3956.8,3943.9,4035.7,4300.2,4244.4,4320.4
200047_s_at,'RPL14 /// RPL14P1',na,2205,2081.8,3679.1,3019.2,2994.7,3244.5
200048_s_at,'GUK1',na,5240.5,4818,3146.1,3882.1,4022.8,3502.8
200049_at,'KXD1',na,666.9,568.7,517.4,557.2,481.6,547.2
200050_at,'OAZ1',na,1068.5,1243.6,1637.7,1620.9,1283.4,2185.1
200051_at,'ATP6V0B',na,550.1,565.9,511.3,618.7,511.1,530.9
200052_s_at,'KARS',na,2528.6,2572.8,2653.8,3087.9,2855.3,2769.5
200053_at,'H3F3A /// H3F3AP4',na,1324.5,1249.6,835.3,843.3,1027,950.8
200054_at,'RPS6',na,674.5,560.9,1071.3,730.7,542.3,1023.3
200055_at,'RPS7',na,3031.4,3044.6,2660.6,2984.9,2940.9,3106.5
200056_s_at,'USP22',na,342.8,409.6,649.2,401.9,340,413.6
200057_s_at,'C11orf58',na,5918.2,7512.5,6450.5,7553.2,7725.3,4695.7
200058_s_at,'TCEB2',na,2484.6,2651.9,1987.1,1941.2,1995,1775.7
200059_s_at,'COX4I1',na,7759.8,8443.9,8274.8,9392.1,9021.3,9272.7
200060_s_at,'TMED2',na,2505.3,2880.6,2929.1,2726.8,2615.7,3023.8
200061_s_at,'NBEAL1 /// RPL12 /// RPL12P4',na,17512.8,16281.9,16858.7,18440.5,19595.5,17635.7
200062_s_at,'RPL4',na,18893,18394.4,19001.1,21408,20637,19981.8
200063_s_at,'FNTA',na,10444.4,11032.4,13882.8,14307.2,13326,13602.4
200064_at,'RPS25',na,15870.7,15678.2,13065.5,15457.4,16389.6,13702.2
200065_s_at,'RPL37',na,7436.4,7306.1,6245.2,7135.4,6522.3,6714.6
200066_at,'HINT1',na,983.7,1164.8,1313.7,1366.4,1380.1,937.7
200067_x_at,'EEF2',na,2427.1,2487.8,2370.2,2493.6,2698.8,2050.9
200068_s_at,'RPS10 /// RPS10-NUDT3 /// RPS10P19',na,8660.2,10250.1,8339.8,9532.9,8860.1,7644.4
200069_at,'ATP6V0E1',na,511.9,673.6,472.1,599,503.5,547.9
200070_at,'HNRNPK',na,383.4,344.5,401.7,436.6,398.1,649.6
200071_at,'ANAPC5',na,1176,1255.8,1414.6,924.9,1377.6,1643.7
200072_s_at,'RPS3A /// RPS3AP26 /// RPS3AP5',na,3956.2,4565.6,4830.2,4923.5,5742.2,5261.5
200073_s_at,'HNRNPU',na,2465.1,2837.2,4356.1,3622.9,3315.4,4829.5
200074_s_at,'HNRNPU',na,6937.4,6907.9,6836,8469.6,7949.6,8314.5
200075_s_at,'EIF3A',na,1855.7,1628.2,1217.1,1652.6,1621.5,1350.7
200076_s_at,'EIF3A',na,1172.4,1095.3,1257.5,1347.7,1352.4,1184.5
200077_s_at,'EIF3A',na,9458.6,9048.7,10726,11448.3,11694.2,11034.2
200078_s_at,'HSP90B1',na,2893.7,3166.8,2973.4,3250.7,3218,3264
200079_s_at,'HSP90B1',na,3352.5,2916.2,3134,3331.4,3200.1,3884.2
200080_s_at,'MSN',na,4323.3,6436.5,6717.1,7236,6281.9,6086
200081_s_at,'ACTN4',na,12735.6,11530.9,13342,14137.5,15392.9,14780.7
200082_s_at,'APP',na,9764.8,10588.4,11691,11994.1,11836,12256
200083_at,'PRKAR1A',na,2420.1,2796.6,2433.6,2511.2,2550.7,2417.8
200084_at,'PRKAR1A',na,3683.5,3559.9,4631.6,4884.8,4393.4,4567.3
200085_s_at,'PRKAR1A',na,6416.4,6016.2,4223,4324.8,5044,3492.5
200086_s_at,'DSP',na,2547,2585.5,2255.8,2490.5,2569.5,2096
200087_s_at,'RAD21',na,4984.3,4368.3,5286.6,5059.6,4707.7,5207.4
200088_x_at,'RAD21',na,19706.8,16965.4,17486.7,22933.5,24965.2,18212.2
200089_s_at,'WDR1',na,5068.6,4558.6,7586.9,7007.7,7053.2,8074
200090_at,'NCL',na,1586.7,1393.3,1328.3,1702.1,1624.3,1857.4
200091_s_at,'WDR1',na,4021.3,5154.1,7007.3,4654.5,4197.9,6846.8
200092_s_at,'AP2B1',na,10119.6,11635.1,11278.8,12151.8,11826.8,11400
200093_s_at,'AP2M1',na,5680.4,5789,5363.5,5955.9,5726.3,5005.1
200094_s_at,'CLTC',na,5617.2,5958.8,6884.4,7602,7925.3,8394.9
200095_x_at,'AP2B1',na,30685.2,28068.1,25885.6,35202.6,38309.8,30742
200096_s_at,'MLEC',na,3566.7,4177,4373.5,4213.3,3562.8,2975.6
200097_s_at,'MLEC',na,3646.7,3445,4625.4,5034.3,4751.9,4633.3
200098_s_at,'LASP1',na,2410.4,2298.1,2129,2233,2210.3,2577.6
200099_s_at,'SF3B2',na,14399.6,14344.1,17521.3,19897.7,19971.6,19601.5
1007_s_at,'TMEM59',na,940.3,1043.3,711.1,595,755,612.6
1053_at,'CSRP1',na,736,358,785.4,789.2,835.8,538.1
121_at,'CALM2 /// CALM3',na,1168.9,1209.8,1351.6,1333.3,1124.1,1111.6
1316_at,'CALM2 /// CALM3',na,81.1,90.4,92.4,79.4,118.7,87.9
1487_at,'MATR3',na,604.6,690,513.8,377.5,515.8,539.9
1598_g_at,'CAP1',na,6272.5,5643.6,2758,2909.2,3541.6,2874.6
160020_at,'MATR3',na,1532.7,1610.7,1765,1740.8,1572.3,1281.4
1729_at,'PTGES3',na,258.4,262.6,242.1,235.1,314,183.1
1861_at,'WARS',na,609,528.7,532.8,493.2,537.7,428.5
2028_s_at,'SET',na,623.3,666.8,574.2,520.4,593.1,482.7
243_g_at,'SET',na,1308.9,1726,1575.3,1449.3,1345.4,1487.1
31799_at,'NDRG1',na,51.2,45.8,52.7,78.1,80,32.6
31807_at,'UBB',na,671.3,664.6,642.4,700.5,771.9,577.7
31826_at,'PFN1',na,633.5,543.2,771,790.1,796.3,603.9
31837_at,'PTPRF',na,1236.5,1096.9,948.1,1016,919.5,1036.6
31845_at,'PTPRF',na,1158.2,1102.2,710.9,1001.3,869.1,428.8
31861_at,'PTPRF',na,653.9,685.2,716.9,588.8,647.1,602.3
31874_at,'YWHAZ',na,1567.5,1746.8,2073.9,2261.9,2255.9,2747.5
32029_at,'YWHAZ',na,495.2,588.7,400.4,439.1,480,415.5
32032_at,'YWHAZ',na,272.4,244.7,317.4,433.5,276.5,375.4
32042_at,'YWHAZ',na,91.3,80.2,126.7,165.7,127.4,105.1
32062_at,'SOD1',na,151.7,160.6,116,177.5,137.7,104.4
32069_at,'HDLBP',na,290.6,205.8,208.7,201,236.8,227.5
32088_at,'MARCKSL1',na,37.9,24.5,33.2,46.1,41.6,39
32091_at,'GABARAP',na,314.9,558.5,378.6,355.5,439,303.1
32094_at,'NUCB1',na,613.7,527.9,200.8,195.2,272.9,368.7
32099_at,'EIF3C /// EIF3CL',na,702.3,773.1,953.5,1176.1,1036.4,1082.6
320_at,'NUCB1',na,430.2,374.9,344.6,340.3,260.3,290.5
32209_at,'LDHA',na,691.6,1065.1,920.7,908,667.9,780.8
32259_at,'GNB2L1',na,304.1,289.4,185.2,246.1,187.9,194.5
32402_s_at,'SSR2',na,211.6,268.9,220.3,232.4,270.6,222.1
32540_at,'CALM1 /// CALM2',na,120,129.6,117.1,115.7,119.8,118.8
32541_at,'P4HB',na,78.5,90.7,69.1,59.3,55.6,82.4
32699_s_at,'CALM1 /// CALM2',na,498.6,572.5,558.7,562.2,613.6,457.2
32723_at,'P4HB',na,172.6,213.2,364.5,296.8,259.1,315
32811_at,'SLC25A5',na,1988,1736.4,1412.4,1731,1631.2,2007
32836_at,'PHB',na,3702,3476,2460.8,2385.2,2516,2245.7
32837_at,'PHB',na,1349.4,1420.8,905.5,999.9,981.8,878.8
33132_at,'S100A11',na,874.9,961.8,387,571.3,606.9,578.2
33148_at,'CTSA',na,85.3,100.4,147.9,63,123.5,128.2
33307_at,'TOMM20',na,471.3,512.5,455.1,415.6,427.7,521.8
33322_i_at,'CD63',na,9782.2,9401,7887.4,8340.4,11417.7,10942.3
33323_r_at,'DNAJB1',na,4423.9,4539.3,3878.6,3734.4,5257.9,5763
33494_at,'DNAJB1',na,114,154.1,126.9,193.2,205,132.9
33736_at,'UBE2D3',na,285.3,258.7,345.5,310.1,349,330.9
33760_at,'UBE2D3',na,277.3,350.6,355.2,393.9,353.1,410.6
33768_at,'UBE2D3',na,684.9,886.6,657.5,740.6,887.3,779.9
33778_at,'XBP1',na,667.1,694,589.1,713.4,725.8,596.1
33814_at,'SPTBN1',na,742.9,762.5,851.1,919.7,838.8,756.5
33850_at,'SPTBN1',na,366,386.3,341.7,329.4,290.7,291.8
34031_i_at,'LAPTM4A',na,177.4,182.9,209.7,192.3,155.1,200.7
34187_at,'RPL32',na,120.2,119.4,198.3,166.8,153.7,221.3
34206_at,'CD81',na,409.3,416.8,547.1,358.6,369.4,564.3
34221_at,'UBE2L3',na,565.7,550.8,586.7,554.3,513.5,433.5
34225_at,'PTTG1IP',na,250.2,230.6,236.6,259.9,312.1,406.5
34260_at,'GRN',na,188.4,220.7,257.5,242.6,170.3,265.9
34406_at,'HMGB1',na,408.7,435.2,352.4,342.4,295.8,356
34408_at,'HMGB1',na,358.5,315.2,211.7,179.6,208.9,232.2
34449_at,'GLO1',na,136.7,162.8,146.4,135.9,167.2,144.1
34697_at,'UBE2L3',na,172,128.3,150.5,121.9,162.6,106.3
34764_at,'UBE2L3',na,370.1,371.5,411.7,422.9,390.9,443.2
34858_at,'UBE2L3',na,477.1,488.3,599.3,599.2,466.9,507.8
34868_at,'SRSF11',na,436.2,497.6,316.2,444.1,361.2,357.2
35150_at,'SF3B3',na,920.9,1025,732.8,682.9,763,859.1
35156_at,'SF3B3',na,637.5,579.4,560.3,862.7,832,702.1
35160_at,'EEF1G',na,283,271.5,485.3,305,392.5,423.1
35201_at,'HSPA9',na,1503.8,1509,1671.7,1825.5,1741.2,1820.7
35254_at,'HSPA9',na,425.5,257.5,202.7,225.4,319.8,299.8
35265_at,'HSPA9',na,740.7,774.3,545.3,530.8,582.2,760.3
35436_at,'YWHAQ',na,366.4,347.2,355.4,425.7,397.1,333.2
35617_at,'DDX24',na,316.1,340.4,346.5,345.9,382.1,228.1
35626_at,'PPP2R1A',na,636.7,748.3,465.9,410.9,549.8,597
35666_at,'GSN',na,422.6,330.6,407.8,353.5,399.3,493.4
35671_at,'HK1',na,666.9,792.3,724.7,724.6,692.1,685.4
35685_at,'KDELR2',na,702,1366.2,885.7,1039.7,1024.1,975.3
35776_at,'KDELR2',na,522,569.8,424.7,390.9,432.1,411.2
36004_at,'KDELR2',na,705.4,787,769,895.9,727.3,985.4
36019_at,'NPC2',na,664.7,774.4,873.2,823.5,1063.1,842.6
36084_at,'DDX24',na,647.3,633.5,448.4,420.8,486.6,433.3
36129_at,'DYNLL1',na,1009.5,1147.7,1285.6,895,1022.1,1003.9
36475_at,'LITAF',na,327.4,299.8,291.7,324.2,332.2,283.4
36499_at,'EEF1B2',na,133.7,167.5,141.2,128.6,102.9,80.1
36545_s_at,'LITAF',na,107.1,119.6,78,68.4,119.1,113.4
36552_at,'PRKCSH',na,238.1,259.2,368.3,251,273.1,335.2
36564_at,'GOT2',na,450.1,389.8,481.1,430.1,481.8,447.9
36566_at,'FKBP1A',na,367.5,420,456,329.6,355.9,356.2
36711_at,'ACADVL',na,1043.8,1226.7,1963.7,1909.9,1751.5,1922.3
36829_at,'SKP1',na,363.5,352.5,365.2,434,423.8,421.8
36888_at,'MAPRE1',na,488.7,524.6,686.2,637.8,714.1,571.7
36907_at,'MAPRE1',na,1223.6,1052.7,969.9,1076.7,1408,1040.8
36936_at,'OS9',na,1185.7,1160.7,646.3,629.9,570.3,915.1
36994_at,'RPL13A',na,4081.8,4520,4189.5,3861.4,4072.9,3961.8
37005_at,'RPL13A',na,1057.9,1036.4,796.2,951,843.3,1142.1
37012_at,'RPL7',na,2601.4,2886.1,2481.6,3005.9,2718.3,2813.2
37028_at,'SKP1',na,1143.9,1275.4,1699.4,1636.9,1520.8,1948.1
37079_at,'SKP1',na,150.7,110.9,104.2,62.2,82.6,121.9
37152_at,'ACTR1A',na,560.7,678.6,634.3,611.8,559.5,720.7
37170_at,'ACTR1A',na,82.4,79.5,88.8,108.1,92,90.5
37226_at,'CAPRIN1',na,229.7,267.9,327.2,272.3,237.7,233.2
37232_at,'CAPRIN1',na,180.7,111.6,142.1,111.2,173.7,157.5
37254_at,'RPL10',na,150,201.8,171.5,172.3,182.9,99.6
37384_at,'PPP1CC',na,754.9,714.9,735.9,843.3,892.1,795.5
37424_at,'ACTR2',na,307.5,263.7,288.9,382.6,365.8,357.6
37425_g_at,'ACTR2',na,251.5,302,172.1,215.7,233.7,320
37462_i_at,'ACTR2',na,803.3,791.2,851.9,1034.3,950.2,1148.8
37577_at,'PTP4A1',na,124.5,152.5,144.8,105.3,93.1,133.3
37586_at,'PTP4A1',na,172.3,130.9,162.3,143,156.7,120.6
37652_at,'PTP4A1',na,243.7,266.7,263.1,270,201.1,271.7
37793_r_at,'PTP4A1',na,250.8,185,230.7,167.1,233.4,201.7
37831_at,'ARF3',na,660.7,682,695.6,778.2,539,551.4
37860_at,'NACA',na,231.1,267.6,231,177.4,231.7,245.6
37872_at,'GPX1',na,287.2,267.2,238.5,167.2,262.9,200.5
37943_at,'PGK1',na,138.2,99.6,191,125.4,123.8,114.9
37950_at,'PGK1',na,164.6,169,156.2,203.4,188.3,175.2
37996_s_at,'SUMO3',na,148,126.4,175.8,147.6,186.9,139.7
38037_at,'SUMO3',na,714.7,723.2,1001.8,1204.1,985.2,969.5
38069_at,'RPS27',na,732.1,763,677.9,460.8,602.9,514.7
38158_at,'TPP1',na,862.4,904.8,1121.5,1329.5,1379.5,1152
38241_at,'TPP1',na,161.1,139.9,101,84,80.6,71.5
38269_at,'GNB1',na,636,691.2,508.1,457.2,513.1,540.5
38340_at,'GNB1',na,679.4,601.4,584.3,485.4,528.7,621.1
38398_at,'GNB1',na,837.8,673.7,687.1,642.4,663,628.9
38447_at,'NUMA1',na,682.2,648,779.6,601.5,715.6,814.5
38671_at,'FTH1',na,524.4,633.7,859.7,716.6,731.2,630.2
38703_at,'RAN',na,821.6,755.8,934.5,453.6,554.1,590.5
38710_at,'RAN',na,2528.2,2153.7,1544.7,1832.5,1614.9,1723.9
38766_at,'HNRNPC',na,205.7,264.8,290.7,247.1,202.7,203.9
38892_at,'CAPN1',na,151.7,224.3,173.4,157.2,156.3,131.4
38918_at,'SRSF2',na,278.4,286.8,163,235.8,216.7,207.9
39248_at,'SRSF2',na,128.2,139.4,91.8,192.7,119.8,102.3
39313_at,'CALU',na,52.3,44.1,57.4,39.5,48.4,65.1
39548_at,'CALU',na,226.5,248.7,285.5,240.6,217,204.3
39549_at,'CALU',na,266.6,263.1,338.8,368.4,264,293.4
39582_at,'NFE2L1',na,73.2,70.2,78.5,137.3,140.6,102.8
39650_s_at,'NFE2L1',na,84.5,98.3,96.7,129.8,150,126.8
39705_at,'ARL6IP5',na,361.6,371.4,666,430.6,394.3,383.2
39729_at,'ARL6IP5',na,3157.9,3097.1,2612.8,2825.6,2820.6,2585.9
39817_s_at,'DPYSL2',na,1820,1604.6,576.8,529.8,579.2,577.7
39966_at,'RPLP1',na,139.1,129.7,180.1,316.3,245.6,174.6
40020_at,'CTNNA1',na,136.7,155,183.8,156.2,197.4,175.2
40148_at,'CTNNA1',na,252.6,257.7,274.7,316.2,211.2,268.1
40149_at,'CTSD',na,287.9,247.1,282.1,236.1,250.4,174.8
40189_at,'FAM120A',na,3139.6,3758.4,3968.8,4416.9,4178.1,3722
40225_at,'MAT2A',na,660.7,580.6,619.1,796.6,787.1,904.9
40255_at,'MAT2A',na,272.3,187,228.1,174,201.3,215.7
40359_at,'LAMC1',na,1184.2,1329.7,836.5,857.6,1028.7,971.7
40420_at,'LAMC1',na,861.8,923.3,781.1,1315.2,1016.9,783.1
40446_at,'LOC728026 /// PTMA',na,1729.8,1943.1,1997.7,2299.3,2123.4,2056.6
40465_at,'PTMA',na,280.6,312.9,518.1,557.5,531.5,523
40472_at,'FAM120A',na,336.3,577.1,366.3,308.2,401.6,299.5
40562_at,'HNRNPK',na,1048.1,1128.3,911.8,1077.2,1048.3,929.9
40569_at,'BZW1',na,289.1,282.6,447.1,412.1,484.9,360.3
41037_at,'BZW1',na,254,242.6,199.6,317.5,310.2,354.4
41047_at,'2-Sep',na,741.6,762,669.7,494.7,567.7,445.2
41113_at,'ATF4',na,160.8,116.6,158.5,128.5,166.3,132.3
41160_at,'GNAS',na,1700.3,1625,1729.7,1556.2,1516.2,1412.4
41220_at,'RPS15A',na,5666.9,6918.8,6659,8577,8771.4,7844.9
41329_at,'ANXA5',na,107,115.7,120.7,107,149.9,143
41386_i_at,'STMN1',na,603.2,701.5,615.4,608,617.2,537.6
41387_r_at,'PSMB7',na,198.9,154.2,137.1,204.6,167.1,144.1
41512_at,'PEA15',na,172.7,195.1,351.5,227,248.3,283
41644_at,'PEA15',na,430.7,403.1,844.3,629.7,548.6,504.9
41856_at,'ECH1',na,264.6,221.8,370.4,248.5,230,194.8
41858_at,'ODC1',na,282.8,284.8,214.3,153.3,178,157.1
564_at,'IQGAP1',na,1245.1,1254.9,1013.4,1052,1110,1197.7
632_at,'XRCC6',na,706.1,714.9,762.3,579.1,607.7,803.2
635_s_at,'ACO2',na,202.9,188.9,236.5,257.6,258.2,153.1
42361_g_at,'DAZAP2',na,138.7,161,120.2,176.4,136.2,201.3
43511_s_at,'MCL1',na,339.8,295.1,249.9,140.7,176.8,178.1
43544_at,'MCL1',na,363.9,454.2,475.7,554.3,508.9,446.6
43934_at,'MCL1',na,567.2,523.5,462.6,461.6,357.2,353.2
43977_at,'HSPA1A /// HSPA1B',na,1059.2,1101.7,962.9,934.4,965.2,923.8
44065_at,'HSPA1A /// HSPA1B',na,302,335.2,436.8,282,335.3,369.2
44111_at,'ACTB',na,286.2,251.2,317.1,316.4,368,277.1
44120_at,'SARS',na,371.7,403.5,231.6,271.5,229.3,221.2
44146_at,'TMBIM6',na,912.2,975.5,791.9,848.3,875.9,786.3
44563_at,'TMBIM6',na,1324.1,1243.5,1719,1623,1814.3,1732.4
44617_at,'LMAN2',na,701.4,565.6,621.5,654.6,616.1,768.6
44654_at,'HSPD1',na,1450.5,1471.5,1034,1335.2,1139.7,1005.4
44669_at,'HSPD1',na,124.5,177.8,203.4,147.6,172.7,148.8
44696_at,'ZYX',na,569.7,517.3,669.1,706,695,548.9
44702_at,'RPL12',na,1629.7,1661.1,1300.8,1060.2,1128.2,1410.5
44783_s_at,'CIRBP',na,210.9,245.3,329,282.1,256.8,270.9
44822_s_at,'CIRBP',na,292.6,243.4,330.7,256.8,291.5,350.2
45288_at,'CCT7',na,187.7,171.4,233.2,141.6,208.6,150
45297_at,'PAFAH1B1',na,1104.7,1044.7,1007.1,941.8,952.7,879.4
45526_g_at,'PSME1',na,1528.5,1489,1352.8,1341.8,1420,1376.4
45572_s_at,'PAFAH1B1',na,1852.6,1866.8,2117.6,2080.6,2232.2,2112.8
45633_at,'PAFAH1B1',na,196.7,187.1,162.2,208.4,200.9,208.9
45714_at,'RPS10',na,1256.8,1228.2,560.1,524.9,632.6,675.6
45749_at,'ATP5O',na,1969.3,1960.1,1268.8,972.2,1008.9,1478.3
45828_at,'RPS15',na,810.8,1118,1232.8,982.3,943.7,852.6
46167_at,'PSMD8',na,430,394.1,389.9,697.5,542.4,731.6
46256_at,'LAMP2',na,633,777.3,752.8,820.6,793.2,882.1
46270_at,'TPI1',na,605.8,600.2,519.2,506.6,491.5,521.6
46323_at,'RPL29',na,1542.1,1242.5,1363.4,1418.4,1379.9,1415.4
46665_at,'GSTP1',na,426.3,588.6,439.3,483.2,276.2,584.5
