x_1_2,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9
9685,,6,,,,,,
NAME,,DESCRIPTION,parental,parental2,lm21,lm22,lm23,lm24
210105_s_at,'EEF1G',na,780.7,814.8,857.7,840.7,924.8,980.3
210110_x_at,'LEPR',na,1739.3,1589.8,1568,2232.9,2389.1,1938.6
210111_s_at,'CIZ1',na,687,702.7,737.3,747.4,625.4,752.7
210112_at,'SERPINB13',na,403.7,432.5,487.6,191.3,406.7,473.4
210114_at,'MTAP',na,235.8,293.1,258.2,170.7,238.8,128.4
210115_at,'CASP1',na,657.9,397.2,594.9,586.2,598.8,364.3
210117_at,'ILF3',na,249,218.1,170.6,194.5,171,245.6
210124_x_at,'NSMCE4A',na,550.8,539.6,295.7,317.3,377,331.6
210125_s_at,'PPIA',na,7594.1,8241.8,5443.6,6663.2,7271.3,5742.9
210131_x_at,'B3GALNT1',na,1912.6,2001.6,1380.3,1668.8,1431.6,1382.8
210135_s_at,'TACC2',na,175,170.4,159.6,120.9,199.2,214.4
210136_at,'WDR37',na,1798.6,1684.9,469.6,334.3,430.4,375.5
210137_s_at,'PATZ1',na,2256.6,2985.8,3365.6,3748.3,2583,3108.9
210138_at,'PATZ1',na,278.9,236.4,197.7,140.3,151.5,168.4
210139_s_at,'APLP2',na,1871.3,1646.1,3287.2,3251.3,3561.5,3316
210141_s_at,'LOC105372099',na,142.7,95.7,153.5,131.8,136,146.2
210142_x_at,'GGTLC1',na,4238.6,4304.1,2860.7,2987.3,3471.3,2970.5
210148_at,'SC5D',na,88.5,128.1,106.8,87.1,79.7,119.1
210149_s_at,'SERPINA1',na,5760.8,6010.9,5894.1,7241.6,6549.2,5301.5
210150_s_at,'FAM214B',na,813.7,932.9,1272,1859.1,1791.3,1061.9
210156_s_at,'CCRL2',na,1940,2217.3,2940.7,3000.5,2856,2744.1
210160_at,'NACAP1',na,191.9,117.8,184.9,82.5,148.7,197.3
210169_at,'MSH6',na,203.8,152.8,222,227.3,144.7,197.6
210175_at,'LRRFIP1',na,156,90.6,121.4,114.9,97.7,108.3
210176_at,'MT1HL1',na,30.5,31.3,91.4,63,59.9,36
210178_x_at,'GABARAPL1 /// GABARAPL3',na,1475.5,1279.6,940.5,1099.2,1108.4,1140.8
210180_s_at,'RAB36',na,365.7,385.1,349.6,429,422.9,501.4
210183_x_at,'SERPINB6',na,3318,3180.1,4099.9,3464.3,3666.6,3479.2
210186_s_at,'BAG1',na,2977.5,2787.4,1941,1521.3,1455.5,1609.2
210187_at,'RPS17',na,295,227.6,292.6,178.8,149.7,192.4
210191_s_at,'EIF3B',na,596,563.9,436.4,403.4,403.8,361.8
210201_x_at,'RAB14',na,999.7,777.6,616.5,680,749.3,590.3
210202_s_at,'ROCK2',na,449.3,372.9,289.2,201.4,280.7,151.3
210206_s_at,'STAU1',na,122.5,115.2,145.7,168.1,166.4,191.3
210208_x_at,'CXCL8',na,3834.4,4550.1,4311.6,4582.5,4972,3592.3
210211_s_at,'RTN4',na,7502.2,7289.7,10083.8,12324.3,11718.3,11480
210212_x_at,'OGFR',na,467.3,363.7,217.9,243.5,263.4,240.4
210213_s_at,'DSTYK',na,7309.5,6521.9,7613.2,7988.2,8056.8,7533.3
210216_x_at,'KIF2C',na,668.4,880.4,752,717.3,693.1,822.7
210220_at,'VEGFA',na,976.3,1273.1,751.5,747.7,851.9,638
210231_x_at,'HLA-G',na,5529.1,6405,5871.8,7205.8,7317.5,5934.4
210235_s_at,'HLA-G',na,299,325.1,305.6,276.3,240,340.6
210236_at,'FGFR1',na,124,73.3,169.1,100.2,105,154
210240_s_at,'MAP3K7',na,589.5,564.2,381,507.4,626.6,443.1
210242_x_at,'MAP3K7',na,230.6,217.8,283,353.2,297.1,254.6
210243_s_at,'HSPA2',na,769,699.5,664.9,654.7,652.8,749.1
210247_at,'RPS10',na,195.7,183.8,227.7,123.3,182.2,184.8
210250_x_at,'PAFAH1B1',na,1216.1,1242.3,1424.1,1583.8,1939.2,1348.1
210251_s_at,'EGFR',na,67,65.9,98.3,94.6,66.1,73.4
210255_at,'DHPS',na,84,81.4,81.8,82.8,64,81.9
210257_x_at,'CCNG2',na,1017.8,966.9,662.1,672.1,706.9,407.6
210260_s_at,'MAPK14',na,467.3,436.9,531.6,579.5,583.7,727.7
210266_s_at,'URI1',na,883.5,819.3,508.2,801.1,560.1,798.5
210275_s_at,'PDLIM4',na,3030.7,3278.9,4343.1,5350.4,5229.9,4101.8
210276_s_at,'HADH',na,829.5,813.7,680.3,1171.8,1002,620.4
210277_at,'SLC23A2',na,56.4,90.3,138.6,113.4,123.5,121.7
210283_x_at,'TGM2',na,1352.4,1275.4,1255.7,1335.9,1252.3,1502.4
210284_s_at,'UBE3A',na,783.5,741.9,512.4,535.6,551.4,469.6
210285_x_at,'RPS6KB1',na,779,712.2,644.9,491.2,724,782.2
210286_s_at,'NPAT',na,33,42,63.6,59.8,50,56
210293_s_at,'TBXA2R',na,465.5,429.1,1061.3,706.7,651.3,1289
210296_s_at,'MAST2',na,536.9,436.4,780.8,580.9,584.4,536.1
210299_s_at,'MRPL9',na,118,112.4,168.8,187.8,236.9,269.8
210311_at,'MRPS11',na,120.7,150.6,200.3,137.9,186.6,140.6
210312_s_at,'MET',na,437.3,516.1,533.3,598.6,588.1,426.1
210317_s_at,'PTPRO',na,2018.7,2169.3,1855.2,2020.8,2148.6,1880.9
210320_s_at,'ETV4',na,288.7,335.3,334.8,253.5,306.9,303.5
210334_x_at,'PSMD4',na,1090.2,997.1,1095.5,1084.5,1101.3,912.3
210337_s_at,'IL13RA1',na,2267.2,2343.3,1380.2,1318.2,1583.5,1404.1
210338_s_at,'LRPPRC',na,16996,16397.9,16043.2,17884.1,18810.7,18202
210346_s_at,'FBL',na,255.4,223,294.8,308.7,311,244.7
210360_s_at,'FTH1P5',na,69.5,82.4,96.4,69.2,77.2,80.9
210361_s_at,'GSS',na,88.5,129.7,140.5,127.5,141.4,105.2
210365_at,'B4GALT1',na,150.8,121.9,135.7,85.3,118.2,97.3
210367_s_at,'LAMB1',na,953.4,1037.6,2049.5,2094.4,1930.8,1552.4
210371_s_at,'PRDX2',na,805.6,887.6,943.8,1176.9,1138.8,816.8
210376_x_at,'VDAC2',na,587.5,538.2,612,487.8,492.1,355.1
210378_s_at,'SOS2',na,1275,1178,1054.9,1427.4,1313.9,1064.5
210385_s_at,'RPL3',na,290.3,334.6,276.6,202.8,220.5,272.7
210386_s_at,'PLAU',na,1003.7,1095.9,925.6,1502.8,1310,1170.3
210389_x_at,'NR3C1',na,226.5,195.8,301.5,209.1,197.3,165.5
210395_x_at,'ARPC4 /// ARPC4-TTLL3',na,254.3,222.4,199.8,188,165.4,195.1
210396_s_at,'MDFIC',na,450.1,508.4,972.1,749.1,964.3,927.8
210406_s_at,'IFNGR1',na,1747.9,1847.1,2629.2,1912,1703.9,2729.9
210417_s_at,'RNF114',na,901.7,695.2,674.1,777.6,834.3,666.4
210418_s_at,'PDLIM5',na,1719.5,1575.2,1857.7,1837.5,2012,1293.7
210427_x_at,'DYNC1I2',na,18394.5,17589.1,16544.9,21652.9,24840.9,16710.2
210428_s_at,'MAK16',na,2677.9,2772.9,2269.4,2540.9,2478.6,2091.1
210434_x_at,'HBB',na,7381.1,6526.1,4264.2,5598.7,6119.8,4661.9
210438_x_at,'PNO1',na,1386.1,1264,1113.7,1243.4,1269.1,1257
210443_x_at,'EID1',na,554.2,633.2,656.6,714.7,652.4,418.5
210453_x_at,'USP32',na,9468.5,9039.4,9917.4,9680.8,10232.2,9683.6
210457_x_at,'TM2D1',na,1970,1692.9,1869,2297.2,2404,1504.7
210458_s_at,'SPIN2A /// SPIN2B',na,109,77.8,100.3,108.3,84.7,83.4
210460_s_at,'RPL4',na,2057.7,2136.6,1497.5,2276,2114.5,1615.9
210461_s_at,'PTEN',na,349.6,320.9,192.3,81.3,177,196.3
210463_x_at,'KIAA0101',na,450.2,516.7,420.9,468,545.2,477.2
210466_s_at,'TUBB',na,5074.4,4441.4,4955,5681.9,5452.6,6558.5
210470_x_at,'BDH1',na,5796.9,5713.1,4674.9,5246.2,5304.8,2747.6
210473_s_at,'ARHGDIA',na,614.3,513.4,543,696,534.7,598.6
210495_x_at,'FN1',na,2177.1,2402.1,1789.6,1816.4,1656.1,2666.7
210501_x_at,'RPLP0',na,4247.6,4031.4,3986.4,3907.2,4277.4,3521.7
210502_s_at,'MIOS',na,885.4,789.9,907,1042.1,1073.2,1069.5
210510_s_at,'BID',na,551.4,640.3,684.5,527.1,604.8,466.5
210512_s_at,'COX11',na,1690.1,1752.1,2785,2778,1502.5,2103.5
210513_s_at,'BLVRA',na,1084,1114.4,874.4,1056.6,616.2,752.4
210514_x_at,'POLR2L',na,6463,4830.4,3352.3,3491.6,3222.3,2819.4
210517_s_at,'HNMT',na,548.2,578,1385,1024,1007.3,1378.7
210519_s_at,'SCP2',na,4578,4042.4,3778.7,5863.7,3906.5,4482.1
210524_x_at,'PTN',na,886.7,841.7,1549.8,1482,1649.5,1697.8
210527_x_at,'EVI2B',na,782,427.4,865.6,728,722.8,754.4
210529_s_at,'CD58',na,616,536.7,520.9,513.5,532.7,619.9
210532_s_at,'PSMA1',na,5246,4755.4,6501.6,5908.3,5777.2,4665.5
210534_s_at,'LSM5',na,247.3,155.4,209.5,248.9,197.1,159.3
210538_s_at,'VAMP3',na,196.7,345,300.8,201.4,185,226.3
210541_s_at,'TUBA1C',na,1243.1,1136.1,959.8,956.4,1200.4,919
210543_s_at,'NDUFS7',na,669.5,747.7,766.9,699.4,758.1,818.8
210544_s_at,'SLC25A17',na,423.3,376.3,461.5,491.5,647.8,369.7
210554_s_at,'ATP5F1',na,2512.7,2800.3,2885.1,1577.7,2251.6,2239.9
210555_s_at,'TXNDC9',na,211.6,186.6,98,109,104.1,114.9
210559_s_at,'TBCB',na,3019.7,3170.9,3695.5,3707.9,4882,3111.2
210561_s_at,'VAMP4',na,669.2,707.3,926.1,723.4,707.9,661.9
210563_x_at,'CACYBP',na,1069.3,1004.9,689.6,438.7,428.4,431.3
210567_s_at,'KPNA2',na,240.2,248.3,182.4,170.6,141.7,209.6
210568_s_at,'UBE2B',na,255.6,256.4,585.8,659.1,603.3,699.4
210573_s_at,'UBE2D1',na,662.8,571.2,528.9,567.8,621,805.8
210574_s_at,'PPIA',na,1744.2,1720.3,2223,2308.8,2317.8,2338.5
210580_x_at,'LAT2',na,346.5,316.4,454.3,444.5,451.2,343.6
210588_x_at,'SERINC3',na,1893.1,1724.4,1682.3,1876.6,2065.8,1835
210589_s_at,'AP2A2',na,697.4,594.9,776.3,862,541.6,765.2
210592_s_at,'DCTN1',na,1178.2,1079.3,1894.9,1798.1,2778,2077.9
210594_x_at,'MTA1',na,791.6,798.3,376.6,442.3,407.4,437.9
210596_at,'SRSF1',na,339,454.6,341.6,409.1,482,316.7
210605_s_at,'EIF4A1 /// SENP3-EIF4A1',na,470.5,274.9,334.1,403.5,491.4,237.1
210612_s_at,'CDKN2C',na,666.3,602.9,751.2,960.2,856.1,705.3
210616_s_at,'NFYC',na,2231,2099,1726.8,1703.4,1665.8,2003.2
210621_s_at,'HLA-C',na,1296.7,1136.2,1270,1452.8,1208.9,960.1
210622_x_at,'USP4',na,386.9,380,282.9,327,276.1,316.2
210624_s_at,'MFN1',na,847.8,770.6,872.4,885.7,1021,790
210625_s_at,'CDK2',na,608.3,588.2,370,387.3,409.5,476.3
210633_x_at,'COL13A1',na,3785.4,3753.3,4249.6,4764.2,4920.4,3705.2
210635_s_at,'GALC',na,231.7,215.7,239.9,228.5,230.2,204.7
210638_s_at,'B3GALNT1',na,1395.5,1571.7,1416.8,1898.3,1900.7,1560.3
210639_s_at,'CCNE2',na,489.2,533.4,493.8,525.9,405.8,526.9
210645_s_at,'GGA3',na,1548.3,1549.7,781.5,1065.9,1114.7,845.5
210646_x_at,'BAX',na,23987.4,26174.3,25386.7,28317.5,30680,22466.8
210647_x_at,'GNAS',na,248.2,202.2,304.2,169.2,202.6,251
210648_x_at,'CFLAR',na,5029,6028.8,6356.2,5955.6,6287.5,5351
210649_s_at,'HFE',na,343.4,319,189.3,313.4,349.9,370.8
210651_s_at,'MYOF',na,317.7,341.8,287.7,380.8,333.2,405.6
210658_s_at,'FZR1',na,494.7,445,437.4,334.7,444.2,373.1
210664_s_at,'HFE',na,570.9,600,571.5,464.4,370.8,356.6
210665_at,'ITGB4',na,106.8,104.3,148,81.6,120.4,96.5
210667_s_at,'HLA-B',na,382.4,376.7,380.7,424.9,482,408.3
210672_s_at,'MERTK',na,425.2,536.8,562.4,565.6,635,588.6
210676_x_at,'LOC728026 /// PTMA',na,331.6,315.8,290.5,233,200.9,245.3
210678_s_at,'CAT',na,206.5,325.1,175.7,230.7,166.5,200.2
210679_x_at,'PLAUR',na,115.7,89.3,203.5,210.6,204.2,150.1
210681_s_at,'MYH9',na,386.9,328.5,498,624.2,566,699.2
210686_x_at,'EEF1G',na,554.6,679.2,493.6,598.2,694.6,435.6
210691_s_at,'DYNC1H1',na,625.3,661.9,713.1,718.1,723.2,1101.2
210692_s_at,'HNRNPA3',na,1986.6,2249.3,1412,1094,1025.7,1456.3
210695_s_at,'HNRNPA3',na,398.5,514.4,476.3,418.5,436.8,405.1
210705_s_at,'HNRNPA3 /// HNRNPA3P1',na,64.7,94.3,112.2,109.7,133.1,65.5
210707_x_at,'HNRNPA3',na,543.1,439.9,474.7,415.2,443.7,353.9
210715_s_at,'HNRNPA3 /// HNRNPA3P1',na,2665,2351.9,3069.1,4239,4327.1,3607.6
210716_s_at,'GANAB',na,466.1,372.5,353.7,313.2,341.1,421.8
210719_s_at,'ARL6IP1',na,1053.4,1005.3,1024.2,1232.3,1292,955
210720_s_at,'HSPA5',na,395,440.2,320.2,257.5,254,359.3
210731_s_at,'EIF4B',na,201,215,218.5,227.9,250.2,174.5
210732_s_at,'EIF4B',na,550.3,501.6,494,510.4,527.8,476.7
210734_x_at,'BTF3',na,611.2,731.3,576.6,482.6,544.2,463.7
210735_s_at,'H3F3A /// H3F3AP4',na,537.3,478.4,665.5,536.8,507.6,385.1
210740_s_at,'PEBP1',na,1368.6,1417,1214.2,1458.6,1364.5,1235.5
210749_x_at,'RPL13A /// RPL13AP5 /// RPL13AP6',na,1058.1,1113.3,727.1,574.3,716.5,574.3
210752_s_at,'TPT1',na,243.5,147,181.2,212.4,293.2,262
210754_s_at,'PRRC2C',na,519.1,431.4,354.3,372.9,255.6,393.3
210756_s_at,'ITGB1',na,1341.1,1057.9,494.7,678,616,482.6
210757_x_at,'PRRC2C',na,556.5,513.5,631.7,527.1,608.9,515
210759_s_at,'PRRC2C',na,6021.7,5352.2,5359.9,5432.7,5913.3,5497.7
210762_s_at,'NOLC1',na,1131,1273.2,1458.1,1798.8,1761.5,1503.7
210764_s_at,'UBR4',na,8362.3,7681.9,5047.7,5679,5871.7,9054.6
210766_s_at,'NOLC1',na,2960.2,3067.7,2616.2,3533.9,3377.4,3540.2
210768_x_at,'IPO5',na,621.2,955.8,633.1,1085.9,839,888.2
210774_s_at,'IPO5',na,3647.3,3784.7,4645.7,4121.5,4861.5,5006.5
210776_x_at,'IPO5',na,618.7,569.1,609.3,504.4,547.7,583.9
210779_x_at,'IPO5',na,386.9,362.2,454.2,311.9,398.1,465.2
210785_s_at,'EIF1',na,207.6,155.4,163.7,173.8,136.4,101.2
210788_s_at,'RAB7A',na,597.9,606.2,565.4,582,549.7,372.7
210792_x_at,'RAB7A',na,1042,1029.3,1110,1264.9,1482.3,852.3
210793_s_at,'ZFP36L1',na,702.4,908.1,988,629.7,773.5,955.7
210797_s_at,'ARPC5',na,459.3,509.6,734.8,502.9,621.1,314.7
210802_s_at,'COL4A2',na,624.4,664,448.4,332.4,430,765.6
210811_s_at,'ZFP36L1',na,164.1,107.2,167.6,132.8,133.2,236
210813_s_at,'COL4A2',na,160.4,218.4,258.6,274.6,299.8,331.4
210816_s_at,'TMEM123',na,273.6,294.7,203.1,162.1,199,220.8
210817_s_at,'HSP90AA1',na,1334.6,1239.4,1495.9,1204.3,1112.5,1817.2
210818_s_at,'HSP90AA1',na,96.6,87.1,103,90.5,85.4,48.6
210820_x_at,'ACTG1',na,298.3,293.7,279.4,333.7,349,286
210821_x_at,'LRPPRC',na,727.8,727.5,545.7,541.2,548.7,423.4
210825_s_at,'RPLP0',na,3950.3,3176.7,3247.7,3725.9,3855.3,4958.7
210826_x_at,'NUDT3',na,1052.3,1127.8,791.4,823.9,869.3,755.6
210835_s_at,'RBPJ',na,3150.9,2594.5,2323.8,1812.1,3172.5,2302.1
210837_s_at,'ARFGAP2',na,48.7,62.3,60.7,70.9,41.1,55.1
210840_s_at,'NUDT3',na,2023.8,1642.1,1584.9,2743.5,2048.9,1410.9
210844_x_at,'GPR107',na,5450.2,5588.5,4549.3,6263.3,6613.8,3951.7
210845_s_at,'PPIA',na,1532.9,1761.4,3127,3866.7,2937.4,4156.3
210849_s_at,'GPR107',na,578.8,675.9,648.1,457.4,523.9,586.3
210858_x_at,'COL4A1',na,192.2,234.6,363.2,291.9,220.6,458.1
210859_x_at,'XPO6',na,995.1,942.7,561.3,631.9,639.9,358.8
210864_x_at,'ACTG1',na,390.6,324.7,284.1,334.1,298.4,243.7
210868_s_at,'CALM1 /// CALM2',na,515.5,376.2,412.1,364.4,340,432.2
210869_s_at,'CALM1 /// CALM2',na,690,641.4,530.1,190.4,250.6,1035.9
210873_x_at,'AHNAK',na,66.4,42.6,92.9,78.2,37.4,69
210875_s_at,'TOP2B',na,123,105.2,170.4,125,98.7,172.7
210876_at,'SMARCE1',na,113.2,132.6,113.6,97.5,141.4,136.5
210878_s_at,'SMARCE1',na,680.9,822.1,517.4,702.9,655.9,431.7
210879_s_at,'HLA-DPA1',na,898,863.5,485.3,374.8,441,565.1
210891_s_at,'WNK1',na,1824.8,1936.2,1496.9,1172.7,1207.1,1002.5
210892_s_at,'WNK1',na,319.4,274.1,149.1,137.7,163.6,181.6
210896_s_at,'WNK1',na,1047.2,1100.6,1735.9,1209.8,1188.3,1853.2
210904_s_at,'ACTG1',na,516.6,413.3,327.7,212.5,312,151.3
210907_s_at,'LOC105369248 /// LOC613037 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5',na,2487.8,2674.1,3660.2,3303.2,3074.2,3755.1
210908_s_at,'H3F3B',na,2101.7,2072.7,3905.2,4613.5,4591,3972.1
210910_s_at,'H3F3B',na,285.1,209.2,179.4,145,154.9,325.5
210912_x_at,'H3F3B',na,406.3,363.8,294.5,246.4,310.6,213.5
210916_s_at,'SUGP2',na,1910.8,2121.2,1152.2,1027.8,906.3,1238.6
210926_at,'SZRD1',na,356.9,391.4,303.7,446.6,320.3,438.5
210927_x_at,'SZRD1',na,6060,5803.8,3905.9,5004.6,5461.7,4878.8
210933_s_at,'SZRD1',na,261.3,215.9,802.7,941.4,975.9,601.5
210935_s_at,'UBXN4',na,1859.5,2331.3,1465.7,2105.5,2064.5,2098
210942_s_at,'UBXN4',na,206.4,194.6,198.8,74.7,115.6,205.1
210943_s_at,'UBXN4',na,328.5,287.4,181.3,199.5,185.2,227.5
210946_at,'STIP1',na,457.9,470.6,476.9,406.1,507.9,323.1
210947_s_at,'CDV3',na,270.5,205.5,299.8,345.4,311.3,365.8
210949_s_at,'PXDN',na,5605.2,5998.9,5674.9,5800.5,5863.2,6358.8
210950_s_at,'PXDN',na,1974.1,1773.7,1160.5,2214.5,2683,1335.3
210951_x_at,'CD44',na,1369.2,1237.4,1268.3,862.8,899,881.8
210959_s_at,'PTBP1',na,496.8,549.1,270.6,260.3,237.6,311.5
210962_s_at,'PTBP1',na,229.1,221.3,230,174.6,191.1,155.4
210966_x_at,'FAM168B',na,1963.5,1767.1,1060.8,1136.9,945.2,1081.9
210968_s_at,'RSL1D1',na,6295.4,6189.7,8047.4,7079,6709.4,7991.3
210970_s_at,'MKI67',na,295.2,289.8,402.4,272.5,273.4,446.6
210973_s_at,'MKI67',na,588,456,548.1,536.5,457.1,300.2
210974_s_at,'MKI67',na,506.7,501.9,327.2,380.7,470.1,447.3
210975_x_at,'MKI67',na,817,849.4,637.3,539.6,653.5,452.1
210976_s_at,'FLII',na,1445.4,1392.7,2126.7,1578,1908.2,1896.8
210978_s_at,'FLII',na,3792.1,3499.2,2530.6,2575.3,2610,2442.3
210980_s_at,'RBM25',na,482.6,490.2,689.7,326.8,504.6,438.9
210983_s_at,'RBM25',na,2022.1,2118.1,1987.3,1938.1,1830.6,1799.4
210986_s_at,'RBM25',na,1339.5,1357.2,2148.2,1595.2,1407.3,1861.7
210987_x_at,'RBM25',na,1880.9,1723,1877,1600.9,1724.8,2007.7
210988_s_at,'PTOV1',na,351.8,315.8,259.6,306.3,275.1,312.2
210993_s_at,'RBM25',na,161.1,132,227.3,162.8,166.8,187.6
210995_s_at,'EXOC7',na,205.9,210.2,191,197.6,215.6,219.9
210996_s_at,'PNN',na,3264.8,3262.5,3103.5,3172.2,3054.3,3692.5
210999_s_at,'PNN',na,824,1063.5,715.8,492.1,558.1,479.1
211000_s_at,'VDAC1',na,590.7,436,247.9,356.7,287.9,260.5
211003_x_at,'RPL3',na,2019.6,2085,856.5,838.1,780.7,576.9
211004_s_at,'TGOLN2',na,299.8,360.6,242,190.8,257.7,232.4
211009_s_at,'ATP6V0D1',na,279.9,215.4,224,282.8,255.7,244.6
211014_s_at,'RPL7',na,310.9,284.5,330.7,344.1,368.6,270.3
211015_s_at,'TGOLN2',na,1178.6,1181.6,1047.1,1283.9,1069.5,1620.5
211016_x_at,'RPL27A',na,952.5,1082.5,702.1,791.2,822,844.1
211019_s_at,'RNF167',na,596.7,567.9,253.2,200.6,352.7,175.8
211020_at,'YARS',na,274.8,286.5,259.3,185.2,206.1,274.4
211023_at,'WIPF2',na,3916.4,3909.1,2865.1,3469.4,3968.4,3341.5
211025_x_at,'WIPF2',na,2825.9,2394.8,1992.5,2363.3,2538.7,1828.5
211026_s_at,'WIPF2',na,1215.5,1141.7,1273.9,1062.2,1241.4,1217.8
211031_s_at,'TBC1D9B',na,327.6,264.9,364.9,331.3,434.6,240.4
211034_s_at,'LOC102724985 /// PDXDC1',na,302,284.4,260.2,271,281.8,226.9
211036_x_at,'TPGS2',na,2123.4,2356.2,2207.1,2147.1,2500.7,2561.6
211038_s_at,'GSE1',na,245.2,183.6,324.8,299.5,300.7,301
211040_x_at,'U2SURP',na,1060.8,794.4,888.8,1069.1,1031.3,932.9
211042_x_at,'TRPC4AP',na,1107.3,933.7,866.2,739.5,739.1,980
211043_s_at,'U2SURP',na,2224.7,2471.6,2382.5,2754.7,2929.6,1926.6
211047_x_at,'CD44',na,8931,9505.1,9719,9004.2,10369.8,8528.3
211048_s_at,'MAZ',na,1950.8,2028.3,1448,1109.7,1081.6,1540.2
211058_x_at,'USP34',na,20354.5,18567.4,20855.7,27136.6,28805,25589.7
211060_x_at,'PRRC2B',na,1499.9,1517.5,1107.5,1249.9,1240.6,1387.3
211061_s_at,'ADGRG1',na,1769.8,1623.1,1743,1905.4,1652,1973.4
211063_s_at,'SPTBN1',na,327.5,344.7,509.2,372.4,332.3,371.6
211065_x_at,'CSNK2A1',na,1055.2,1019.1,729.6,946.1,952.1,574.3
211066_x_at,'CSNK2A1',na,730,773.5,988.1,1216.1,1121.7,647.9
211068_x_at,'SUN1',na,1621.8,1408.5,1290,1008.3,1205.1,1107
211069_s_at,'CSNK2A1',na,2058.9,2348.9,2731.7,2265.9,2236.8,2121.5
211070_x_at,'KMT2A',na,4914.7,4711.1,3283.4,3106.3,4009,2993.5
211071_s_at,'CALD1',na,343.4,338.5,269.9,214.3,172.2,345.4
211072_x_at,'PRRC2A',na,19647.5,18658.6,20886.9,28655.3,29817.1,23238.2
211073_x_at,'MYL6',na,17783.7,18134.5,19310.7,19155.7,22467.9,18560.2
211074_at,'TEX261',na,1032.2,909.9,486,642,833.3,574.8
211075_s_at,'SLC25A6',na,2582.3,2413.1,2312.7,2507.5,2362.1,2368.9
211077_s_at,'LMNA',na,96.5,51.4,95.5,70.2,84.2,91.3
211080_s_at,'ERAL1',na,433.9,341.3,383.2,388.7,547.9,448.1
211081_s_at,'PMPCA',na,116.3,97.1,120.8,88.4,97.3,153.3
211085_s_at,'GRINA',na,56.3,67.3,77.3,95.2,67.9,101
211088_s_at,'PEG10',na,135.3,106.5,208.2,114.9,114.2,118.1
211089_s_at,'PEG10',na,116.7,85.2,92.4,107.6,98.5,118.9
211090_s_at,'MTUS1',na,733.8,803.8,629.9,617.5,643.1,606
211097_s_at,'CAV1',na,189,200.3,151.3,178.2,148.4,181
211098_x_at,'MGAT5',na,731.1,802.1,664.1,905.7,789.1,860.4
211114_x_at,'RHOB',na,490,433.9,542.2,453.3,489.6,514.8
211115_x_at,'POLDIP3',na,677.6,678,681.4,694.1,799.7,798.9
211126_s_at,'KPNA6',na,262.6,415.8,401.1,417.3,296.8,441.4
211136_s_at,'KPNA6',na,1920.4,2119.4,1619.1,1779.1,1959.5,1470.2
211137_s_at,'KPNA6',na,268.3,218.6,326.8,321.1,315.6,441.2
211139_s_at,'RBFOX2',na,332.5,394.8,293.4,262.9,263,254.2
211150_s_at,'DHX9',na,870.1,900.2,749.6,572.6,596.7,924.7
211152_s_at,'DHX9',na,566.9,499.6,499.9,391.8,396.1,506.6
211159_s_at,'FAF2',na,785.6,835.2,751.7,688.2,803.3,690.8
211160_x_at,'HN1L',na,5019.4,4691.5,3766.9,3736.4,3069.8,4259.4
211168_s_at,'SLC39A14',na,701.1,717,703.6,717.9,619.9,665.4
211171_s_at,'STX12',na,282.8,287,184,131.7,94.4,132.8
211185_s_at,'ATXN7L3B',na,2851,2845.2,2838.4,3220.5,2958.5,3076.3
211202_s_at,'HN1L',na,582.2,619,409.2,466.9,378.8,316.9
211208_s_at,'TRIM27',na,1539.9,1651.6,529.9,520.8,552,576.3
211212_s_at,'RHOQ',na,176.5,142.9,148.5,138.5,111.8,125.1
211220_s_at,'TRIM27',na,88.6,119.6,91.2,74.4,72.2,83.2
211228_s_at,'RHOQ',na,746.1,744,481.4,466.1,536,511.3
211240_x_at,'RHOQ',na,634.1,670.8,640.4,598.5,639.1,556
211251_x_at,'TCTN3',na,688.3,702.1,637.6,826.7,866.4,833.7
211256_x_at,'TCTN3',na,623.9,698,612.1,739,646.2,687
211257_x_at,'ZMIZ1',na,758.8,677.8,849.1,829.6,628.7,690.2
211270_x_at,'RANGAP1',na,4609.3,5488.4,6055.6,7046.8,7763.3,5857.3
211271_x_at,'CBX5',na,4477.1,5690.8,5874.4,7065.5,7416.3,6012.9
211275_s_at,'RANGAP1',na,902.2,984.1,1247.7,1259.2,1250.6,1304
211284_s_at,'DAG1',na,1131.5,1089.7,762.4,844.9,835.9,606
211285_s_at,'NIPA2',na,742.4,725,748,874.7,753.9,932.3
211287_x_at,'EIF1',na,366.4,294.6,248,225.8,133.5,141.6
211289_x_at,'LSM14A',na,302.6,344.2,368.9,426.3,510.5,448.5
211296_x_at,'LSM14A',na,21897,21171.1,20454.6,25834.4,27895.9,22902.6
211297_s_at,'NIPA2',na,859.7,821.5,785.2,711.3,867,698.2
211300_s_at,'ATP2B4',na,991,1192.2,578.3,701.8,648.7,733.2
211316_x_at,'ATP2B4',na,364.9,337,343.8,246,326.2,263.6
211318_s_at,'LARP1',na,1627.6,1345.3,1556.9,1701.3,1714.3,1560.8
211325_x_at,'PDS5A',na,480.7,352,509,410.2,496.6,337.7
211327_x_at,'GCN1',na,377.6,359.6,210.7,218,241.1,216.8
211328_x_at,'PDS5A',na,302.8,298.8,269.3,265.5,262.7,181.4
211329_x_at,'MCM4',na,305.6,310.8,264.8,191.7,172.3,165
