x_1_2,Var2,Var3,Var4,Var5,Var6,Var7,Var8
10012,5,,,,,,
ID_REF,Description,,parental,parentalAM,parentalAMB,BrM2a,Brm2a
53076_at,na,'FLNA',292.257,261.288,184.484,425.697,316.014
53202_at,na,'CNOT1',69.5077,74.9538,83.5565,78.5409,51.0631
53720_at,na,'CNOT1',164.972,110.159,150.246,223.052,159.077
53912_at,na,'DHCR24',598.208,512.514,402.497,577.496,587.443
53968_at,na,'RAB11A',469.143,458.272,589.148,573.142,557.301
53987_at,na,'RAB11A',141.613,166.962,131.21,175.593,141.669
54632_at,na,'PSAP',273.273,356.006,322.585,256.565,226.509
54970_at,na,'RNF114',1675.02,1397.59,1571.97,920.332,891.948
55065_at,na,'RNF114',355.977,578.461,699.53,588.501,318.977
55081_at,na,'RPL18A',509.643,375.23,451.757,646.019,432.673
55093_at,na,'STRAP',771.896,860.335,938.867,748.319,676.952
55616_at,na,'PSAP',379.957,314.74,322.99,253.614,293.203
55662_at,na,'S100A10',154.859,175.58,183.907,154.873,160.654
55692_at,na,'CCT8',381.811,562.848,454.7,532.942,402.864
55705_at,na,'NOP56',2216.46,2459.75,2326.06,2045.48,2608.06
56197_at,na,'NOP56',1698.31,1645.61,2010.13,2775.69,2828.87
56256_at,na,'PSMB1',574.859,637.145,620.367,760.619,711.715
56821_at,na,'CCT4',235.112,230.965,230.756,230.902,198.815
56829_at,na,'EPAS1',424.56,583.472,462.971,418.033,489.904
56919_at,na,'DNAJA1',155.44,156.773,125.621,103.298,144.141
57082_at,na,'DNAJA1',480.658,558.156,621.839,437.051,385.714
57163_at,na,'PSMD4',923.421,1454.87,1681.17,1287.72,814.864
57516_at,na,'UQCRC2',70.2228,71.2921,111.308,74.5316,88.3178
57532_at,na,'CKB',707.284,780.499,786.687,670.183,820.37
57539_at,na,'RHOC',202.653,270.532,301.801,250.624,134.258
57540_at,na,'PGAM1',154.088,141.889,175.52,156.56,187.703
57703_at,na,'STAT1',151.251,144.068,126.091,150.327,141.063
57715_at,na,'RPL23',302.1,470.656,380.957,167.872,179.685
57739_at,na,'SSR1',218.078,219.181,281.305,163.122,233.267
58696_at,na,'SSR1',991.087,865.084,868.327,1240.48,1427.54
58916_at,na,'SSR1',524.971,692.59,674.82,602.2,602.705
58994_at,na,'TRA2B',175.251,248.56,215.666,180.142,176.405
59697_at,na,'TRA2B',329.234,351.616,248.41,300.31,357.685
59705_at,na,'FKBP4',103.843,97.3319,104.282,121.656,105.117
48612_at,na,'FKBP4',958.937,1334,1118.53,843.686,1329.09
48659_at,na,'HDGF',758.297,778.347,791.88,684.364,666.159
48808_at,na,'PALLD',972.252,1119.03,1478.79,1236.43,1264.75
49077_at,na,'MGEA5',1589.37,1864.85,1914.5,3272.68,1759.58
49329_at,na,'MGEA5',251.684,313.707,273.792,228.726,274.55
49679_s_at,na,'M6PR',871.885,1265.62,1141.23,645.535,724.861
51774_s_at,na,'M6PR',934.821,1108.66,934.995,921.143,1011.42
55872_at,na,'15-Sep',512.712,510.096,605.941,686.985,162.6
56748_at,na,'AHCY',35.67,58.9872,89.0638,44.9927,57.3651
58367_s_at,na,'HLA-E',485.71,618.143,758.676,511.87,626.635
58780_s_at,na,'HLA-E',114.188,215.499,237.521,168.399,130.095
58900_at,na,'PALLD',893.958,1030.79,1058.36,977.537,923.468
59433_at,na,'PALLD',188.622,177.903,198.936,110.551,185.046
59437_at,na,'RPLP2',129.058,143.385,154.598,124.218,156.599
59999_at,na,'CCT3',288.015,353.918,314.768,355.976,407.678
60471_at,na,'TACC1',417.825,377.463,381.111,316.666,278.534
60474_at,na,'EIF4A2',143.71,234.308,182.22,191.535,174.518
60528_at,na,'PPM1G',389.874,434.398,362.682,326.475,406.892
60794_f_at,na,'KTN1',69.2152,53.2337,65.7441,39.0135,87.2654
62212_at,na,'KTN1',192.163,211.583,218.457,204.66,195.204
63009_at,na,'TAGLN2',320.662,387.804,346.14,365.133,396.971
63825_at,na,'SRPR',351.076,359.135,372.628,310.247,356.06
64371_at,na,'SRPR',113.226,114.184,128.754,123.634,98.7781
64418_at,na,'PHC2',194.645,204.3,215.362,224.89,180.775
64432_at,na,'BTG1',89.7208,102.422,95.8172,108.338,159.553
64438_at,na,'BTG1',353.75,366.541,342.16,414.533,267.987
64440_at,na,'KDELR1',569.751,619.176,706.147,636.167,642.482
64474_g_at,na,'LGALS3BP',267.63,317.714,300.039,275.092,318.134
64486_at,na,'SLC3A2',1679.53,1827.78,2204.76,1539.46,1632.33
64488_at,na,'COX6A1',241.256,311.203,317.942,297.243,222.838
64883_at,na,'RPS23',182.245,288.424,214.059,126.863,266.216
64900_at,na,'RAB14',90.3737,92.5481,109.002,88.9986,63.8725
65438_at,na,'TMED10',71.1279,100.64,107.903,66.8997,54.7054
65493_at,na,'VCL',110.12,125.44,158.814,124.422,115.551
65517_at,na,'DCTN2',686.803,734.243,858.386,792.969,709.623
65521_at,na,'RPS4X',468.578,584.898,494.109,637.41,656.075
65585_at,na,'DEK',290.13,393.432,385.21,222.644,246.707
65588_at,na,'CALR',550.524,356.716,433.268,588.928,807.677
65591_at,na,'RPL8',746.95,874.76,974.916,866.873,971.308
65635_at,na,'RPL5',424.178,591.341,456.225,412.724,486.409
65884_at,na,'RERE',530.353,563.864,539.649,492.782,583.37
71933_at,na,'HSBP1',460.54,644.249,596.479,418.071,543.621
74694_s_at,na,'HSBP1',167.098,174.953,199.591,241.103,195.216
76897_s_at,na,'HMGN1',217.682,169.782,194.028,153.808,231.957
79005_at,na,'HMGN1',501.429,643.189,657.827,635.687,734.034
78047_s_at,na,'SEC31A',1420.64,2144.64,1998.5,1249.61,2022.67
78330_at,na,'GLUD1',94.2288,91.8872,89.1489,82.5883,72.3728
78383_at,na,'GLUD1',363.59,464.824,463.417,361.826,278.23
89948_at,na,'MLF2',357.842,258.751,283.775,341.606,399.979
91617_at,na,'RPS20',259.8,242.903,202.131,235.108,277.407
91684_g_at,na,'ARPC1A',521.165,486.899,556.552,607.79,720.541
91703_at,na,'IMMT',475.53,651.484,582.605,378.965,409.423
91816_f_at,na,'SSRP1',598.877,740.673,720.836,346.108,378.152
91952_at,na,'SSRP1',338.896,435.806,405.512,502.898,409.376
200593_s_at,na,'SDCBP',2879.9,2731.49,3311.37,2579.41,1840.39
200594_x_at,na,'FUS',5542.9,5320.31,5153.53,4229.5,4144.8
200595_s_at,na,'CLTA',2668.17,2184.92,2065.33,2594.87,2190.64
200596_s_at,na,'SEPHS2',1228,1386.95,1572.59,1447.55,1230.78
200597_at,na,'RPL31',304.26,196.723,326.399,349.475,423.357
200598_s_at,na,'RPL31',2725.68,2729.04,2856.52,3724.88,3921.36
200599_s_at,na,'UBA1',3454.93,6108.44,5635.45,5788.3,4378.65
200600_at,na,'ABLIM1',2444.75,3264.01,3261.79,4308.24,5168.25
200601_at,na,'ALDOA',3647.04,6107.85,6525.43,3556.1,3796.18
200602_at,na,'PPIB',1126.38,1288.92,1283.04,1065.12,661.145
200603_at,na,'PPIB',2278.62,2452.8,2086.49,1750.4,2059.62
200604_s_at,na,'SERP1',2348.56,2033.73,2162.56,2657.18,2225.2
200605_s_at,na,'SERP1',2678.31,2509.56,2410.07,2862.58,2757.26
200606_at,na,'SERP1',842.896,948.835,949.616,1217.85,1131.59
200607_s_at,na,'TSPAN3',2273.12,1835.24,1922.27,2351.39,2201.49
200608_s_at,na,'TSPAN3',1790.92,1848.32,1559.72,1662.18,1582.4
200609_s_at,na,'PPT1',7641.66,9289.27,7212.91,6864.94,5559.36
200610_s_at,na,'TAX1BP1',7375.97,5373.83,6512.37,6472.98,6344.59
200611_s_at,na,'TAX1BP1',7543.2,7157.67,7962.99,6751.27,6921.87
200612_s_at,na,'MDH1',2024.12,2206.99,2310.8,1986.91,2305.6
200613_at,na,'PDHA1',4012.84,3407.67,3437.37,3725.66,3020.76
200614_at,na,'PDHA1',9139.27,8889.86,8657.61,7653.29,7330.85
200615_s_at,na,'GNAS',1714.93,1577.58,1458.37,2140.51,2340.13
200616_s_at,na,'ANXA6',1284.68,1311.31,1354.77,1298.06,1195.68
200617_at,na,'CD59',1918.66,1992.22,1782.81,1708.5,1831.44
200618_at,na,'CD59',5241.81,6378.83,7639.67,5087.5,5664.27
200619_at,na,'CD59',2752.84,2634.65,2445.21,1891.01,1912.48
200620_at,na,'PSME3',2110.14,2155.99,2463.18,3191.83,1880.53
200621_at,na,'PSME3',2181.29,2646.8,2564.5,2635.07,2492.06
200622_x_at,na,'HIF1A',1022.58,1355.88,1373.06,1297.82,882.97
200623_s_at,na,'TRIM28',1190.96,2029.03,2182.17,1005.25,885.123
200624_s_at,na,'SNX17',3521.72,2960.58,3131,3401.11,2914.13
200625_s_at,na,'IPO7',4097.97,4559.42,4293.88,5171.21,3943.45
200626_s_at,na,'IPO7',3066.46,2859.16,3178.82,2940.44,2998.32
200627_at,na,'IPO7',6124.77,5681.11,5559.3,5578.92,5967.41
200629_at,na,'IPO7',1111.61,1162.95,1452.72,1006.37,1221.93
200630_x_at,na,'ACTR3',5294.26,6495.11,7192.94,4765.44,7660.51
200631_s_at,na,'RBM14-RBM4 /// RBM4',5745.68,5299.49,5513.02,4616.55,5158.07
200632_s_at,na,'CKAP4',1013.93,2194.24,2430.49,749.381,699.583
200633_at,na,'CKAP4',17296.5,19752.1,19994.9,17628.1,19015.6
200634_at,na,'AARS',10255.6,11206.4,13304.1,11028.1,12290
200635_s_at,na,'TMEM189-UBE2V1 /// UBE2V1',602.025,865.637,1045.27,604.134,508.225
200636_s_at,na,'TMEM189-UBE2V1 /// UBE2V1',1091.68,1391.57,1951.97,1082.35,1012.03
200637_s_at,na,'TMEM189 /// TMEM189-UBE2V1 /// UBE2V1',723.99,1056.33,1176.18,870.716,593.818
200638_s_at,na,'SSR4',7273.59,7952.67,8082.03,8077.54,7283.96
200639_s_at,na,'CD9',5696.93,5502.37,5465.19,5406.23,5159.94
200640_at,na,'HADHB',10851.4,11842,11369,10555.6,10363.4
200641_s_at,na,'TXNIP',12047.7,11347,11222.5,12354.9,11966.8
200642_at,na,'TXNIP',7892.58,9243.25,7974.69,7058.65,7090.62
200643_at,na,'TXNIP',564.048,637.011,618.482,460.846,557.323
200644_at,na,'RPN1',1027.31,1472.07,1373.82,693.939,951.035
200645_at,na,'ANXA1',4638.63,5548.04,4902.6,5569.76,4281.11
200646_s_at,na,'PAICS',260.166,356.006,369.591,164.766,220.744
200647_x_at,na,'PAICS',6278.72,5469.39,5422.05,6497.93,5087.29
200649_at,na,'EIF1AX',633.699,933.842,923.067,393.615,444.534
200650_s_at,na,'EIF1AX',15668.3,17460.3,17263.3,17672.3,18437.9
200651_at,na,'EIF1AX',13862,14405,14819.4,15510.9,12759.7
200652_at,na,'EIF1AX',4169.9,4295.99,3943.8,3687.17,2570.82
200653_s_at,na,'YWHAH',1690,1729.72,1746.72,1705.89,2212.29
200654_at,na,'DSTN',9987.51,8921.81,10174.4,9651.37,9155.86
200655_s_at,na,'DSTN',3146.9,4329.81,3880.61,3431.02,3798.11
200656_s_at,na,'TAF7',3117.42,3000.12,2875.09,3937.46,4123.4
200657_at,na,'EIF5B',12050,12584.7,11225,12557.1,13551.1
200658_s_at,na,'EIF5B',2967.31,2634.15,3067.21,3285.5,3487.94
200659_s_at,na,'EIF5B',1619.45,1182.42,897.752,1509.17,2122.25
200660_at,na,'EIF5B',7095.74,8764.37,8593.63,7089.14,7074.37
200661_at,na,'CD99',2968.47,2580.12,2834.76,2382.11,2844.34
200662_s_at,na,'CD99',4403,3422.41,3652.85,3803.98,2841.72
200663_at,na,'LDHB',7258.38,7104.03,8416.61,8183.22,8481.83
200664_s_at,na,'HNRNPH1',1509.35,1642.92,1691.78,2050.3,1891.02
200666_s_at,na,'BLCAP',2347.37,2617.66,2500.32,2893.09,2619.33
200667_at,na,'RPLP0',1942.6,2229.71,2150.65,2901.14,2380.37
200668_s_at,na,'ADD3',4243.58,3813.63,3562.77,5448.67,5595.09
200669_s_at,na,'HADH',2625.48,2358.69,2638.34,4001.05,3473.72
200670_at,na,'HADH',706.027,757.804,741.017,799.015,634.814
200671_s_at,na,'PFKP',431.045,550.867,521.345,521.83,540.359
200672_x_at,na,'ANP32A',987.731,1156.56,1137.5,1033.47,962.631
200673_at,na,'RAD23A',3638.11,3853.83,3893.06,4112.74,4471.43
200674_s_at,na,'GNAI2',14900.3,16969.9,18010.6,15428.6,17290
200675_at,na,'DUSP1',3068.19,4182.37,3778.35,2968.6,3127.31
200676_s_at,na,'TGM2',425.162,480.007,495.775,323.734,556.366
200677_at,na,'ANP32A',11639,10738.8,10280,9616.34,12579.1
200678_x_at,na,'RAD23A',2953.3,3549.13,3885.78,3858.89,3882.42
200679_x_at,na,'RAB6A',4235.5,2767.03,3252.14,2645.87,2642.06
200680_x_at,na,'RAB6A',10667.6,10039.6,10328.6,7502.46,7820.33
200681_at,na,'RPS18',6413.37,8713.88,7446.12,9369.45,7924.36
200682_s_at,na,'PLD3',3301.41,2675.92,2625.97,3110.59,4130.82
200683_s_at,na,'ANP32A',1470.19,1427.08,1396.4,1409.46,1869.45
200684_s_at,na,'PSMF1',860.337,991.002,924.241,1005.44,1352.67
200686_s_at,na,'PSMF1',1143.61,1130.02,676.07,935.432,852.777
200687_s_at,na,'HNRNPA0',867.715,1208.78,1154.62,809.036,821.953
200688_at,na,'HNRNPA0',211.594,273.426,256.541,210.045,225.357
200689_x_at,na,'GOLGB1',12731.8,13663.2,12967.6,12883.2,14425.7
200690_at,na,'GOLGB1',675.976,434.669,561.565,560.024,790.758
200691_s_at,na,'MYL9',4564.68,3117.7,3447.34,3703.88,4195.11
200692_s_at,na,'CTTN',2560.01,2043.9,2212.65,2384.33,3054.53
200693_at,na,'STOM',8257.91,9750.37,8019.57,7419.76,9611.99
200694_s_at,na,'STOM',2221.5,2350.87,2182.25,2046.39,2388.1
200695_at,na,'RCN1',1499.05,1767.49,1949.94,1474.42,1620.26
200696_s_at,na,'PABPC4',706.02,1964.59,2116.52,727.727,794.57
200697_at,na,'GTF2I /// GTF2IP1 /// GTF2IP4',2886.24,2357.07,2298.37,2528.84,3676.5
200698_at,na,'CYC1',2239.79,2369.19,2576.67,2271.05,1825.92
200699_at,na,'PSMC2',2113.51,2894.72,2819.79,2405,1614.43
200700_s_at,na,'PSMC2',4331.44,5608.03,4635.24,5088.82,3180.34
200701_at,na,'SF3B1',7564.78,7790.88,8138.13,4970.66,6657.11
200702_s_at,na,'SF3B1',548.369,539.437,613.273,630.328,704.992
200703_at,na,'SMARCC1',5070.5,7093.03,7024.01,6179.31,6319.64
200704_at,na,'SMARCC1',2509.78,3638.01,2981.77,1991.96,1011.1
200705_s_at,na,'SMARCC1',8379.86,7775.15,7457.77,8601.27,9593.43
200706_s_at,na,'SMARCC1',1985.06,2583.61,2631.91,1155.34,877.131
200707_at,na,'SNU13',1171.74,1687.08,1680.37,1618.43,950.876
200708_at,na,'SNU13',1704,1662.17,1672.55,1619.69,1902.75
200709_at,na,'TM9SF2',6864.84,8064.5,8577.03,8098.15,9012.82
200710_at,na,'SYNGR2',1436.28,1610.05,1360.4,1546.1,1412.31
200711_s_at,na,'PIP4K2B',2977.81,2290.94,2831.43,3173.6,3193.46
200712_s_at,na,'PIP4K2B',2417.9,2158.28,2390.14,2859.87,2623.45
200713_s_at,na,'DCTN1',7300.14,6958.89,7149.18,7426.26,7461
200714_x_at,na,'BCLAF1',1756.99,2028,1632.62,1827.82,1774.99
200715_x_at,na,'BCLAF1',10623,8862.62,8497.88,9974.2,13245.6
200716_x_at,na,'SON',17142.3,18389.2,17622.8,16489.3,18709.2
200717_x_at,na,'SON',18317.1,18088.5,17540.6,16958.1,13660.3
200718_s_at,na,'PXN',8851.52,7936.42,7264.1,7746.6,9917.09
200719_at,na,'KPNA2',381.1,411.89,406.296,306.792,366.941
200720_s_at,na,'ATP6V1B2',1561.13,1260.73,1478.09,1888.93,1766.54
200721_s_at,na,'TUBA1B',1277.37,1038.45,1203.02,1467.18,1699.04
200722_s_at,na,'CBX3',2837.27,2375.65,1938.51,3433.54,3532.23
200723_s_at,na,'RBBP7',5562.94,5201.02,3889.91,7000.4,5284.22
200725_x_at,na,'SDHA',11312,13352.7,13668.5,15447.6,13658.3
200726_at,na,'RPS29',4595.71,4016.6,4191.38,4399.12,3550.69
200727_s_at,na,'DAP',1470.11,958.287,1112.9,1947.29,2641.67
200728_at,na,'ARF4',2872.99,2892.85,2913.86,4322.31,4597.36
200729_s_at,na,'ARF4',1571.23,1381.69,1563.54,2024.63,1967.98
200730_s_at,na,'COPB2',1861.64,1446.26,1268.91,1224.34,1029.75
200731_s_at,na,'USP9X',935.521,824.481,909.955,747.368,673.112
200732_s_at,na,'USP9X',1939.09,1268.72,1403.61,1217.03,1351.77
200733_s_at,na,'BCLAF1',584.369,530.805,558.146,416.644,493.584
200734_s_at,na,'PFKL',1506.18,1430.69,1578.52,1383.55,1911.09
200735_x_at,na,'NBPF10 /// NBPF11 /// NBPF12 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF26 /// NBPF8 /// NBPF9',10017.7,9936.42,10798.5,10348,11218.1
200736_s_at,na,'NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF25P /// NBPF26 /// NBPF8',6006.19,6749.56,6863.42,5828.43,6349.82
200737_at,na,'LGALS1',2532.9,2527.37,3005.01,2737.62,3502.1
200738_s_at,na,'GPX4',6798.36,7107.95,7169.24,7226.72,7840.57
200739_s_at,na,'THBS1',2527.95,2774.62,2221.15,1371.6,1246.09
200740_s_at,na,'THBS1',6556.51,5871.9,6096.94,4901.84,5399.74
200741_s_at,na,'THBS1',10101,10582.2,11201.8,9724.16,10140.8
200742_s_at,na,'THBS1',1074.73,1201.71,1299.7,924.599,1015.36
200743_s_at,na,'CSE1L',1210.42,1439.52,1520.14,1196.81,1058.6
200744_s_at,na,'CSE1L',2414.94,2721.08,2558.67,3981.3,2216.4
200745_s_at,na,'TUFM',4143.71,4112.19,3474.74,5809.92,3507.38
200746_s_at,na,'PSMA7',3924.31,3433.81,3692.31,5346.55,4311.8
200747_s_at,na,'POLD2',535.496,696.28,626.96,488.313,556.31
200748_s_at,na,'CPE',10577.2,9902.79,11303,6672.68,5758.37
200749_at,na,'PGD',1647.84,1558.22,1718.14,1743.3,2374.06
200750_s_at,na,'COX8A',7670.34,6666.93,6920.57,8420.13,7095.54
200751_s_at,na,'PGRMC1',2080.59,1703.99,1729.81,2005.74,1747.09
200752_s_at,na,'PGRMC1',687.881,1104.04,937.597,370.213,408.275
200753_x_at,na,'EIF5A',1530.77,1106.73,1294.66,1219.79,1390.48
200754_x_at,na,'EIF5A',10015.3,10276.8,8644.36,6116.85,9662.72
200755_s_at,na,'ITGB5',1946.1,1946.15,2136.74,2659.44,2046.86
200756_x_at,na,'ITGB5',1413.76,1576.86,1773.97,1521.83,1437.45
200757_s_at,na,'MGAT1',4164.48,3623.18,3505.62,3512.54,3518.43
200758_s_at,na,'ACLY',1759.66,1652.91,1587.45,2132.14,2179.15
200759_x_at,na,'ACLY',2287.01,2096.95,2411.67,2841.8,3391.58
200760_s_at,na,'SRSF7',1763.97,1999.75,2093.67,1936.3,1531.69
200761_s_at,na,'HNRNPH2 /// RPL36A-HNRNPH2',2642.28,3528.35,3702.72,1932.98,1868.77
200762_at,na,'PJA2',2051.37,3575.25,3913,2008.51,2410.09
200763_s_at,na,'COX7C',11802.4,13355.1,13882.8,12797.4,13450.1
200764_s_at,na,'ECHS1',1840.08,2309.43,2187.53,2269.81,2091.93
200765_x_at,na,'PLP2',3601.31,3720.74,4416.87,4080.47,3874.93
200766_at,na,'HLA-DPB1',2668.58,3592.06,3668.29,1306.01,1490.63
200767_s_at,na,'SSB',440.955,720.47,767.607,524.743,471.248
200768_s_at,na,'SSB',2463.95,1968.51,2052.29,2657.63,2994.58
200769_s_at,na,'RAB5C',1140.55,1018.25,1100.93,1023.34,1567.24
200770_s_at,na,'GPNMB',1332.2,885.448,953.041,786.931,679.481
200771_at,na,'EIF2S1',2072.56,1562.55,1587.44,1211.04,1482.91
200772_x_at,na,'EIF2S1',9615.21,11657.7,10577.4,10323.1,9781.54
200773_x_at,na,'EIF2S1',5933.23,5984.91,5348,6087.69,7305.99
200774_at,na,'HAX1',4700.53,5026.86,5552,4239.2,3971.27
200775_s_at,na,'NFE2L2',5389.72,4428.19,4848.78,4117.23,5261.95
200776_s_at,na,'TIMP3',2922.32,2062.22,2532.87,3333.28,4069.66
200777_s_at,na,'TIMP3',3510.08,3554.55,3255.04,3680,4132.32
200778_s_at,na,'TIMP3',3996.56,2766.26,2897.57,3871.52,3721.75
200779_at,na,'TIMP3',3587.58,3195.78,3939.51,4133.23,4183.88
200780_x_at,na,'MBNL1',11458,12556,13878.5,11681.1,13393.6
200781_s_at,na,'MBNL1',11030,12123,11735.4,10658.6,10600.5
200782_at,na,'MBNL1',7583.69,7434.12,7765.57,10125.7,9809.91
200783_s_at,na,'RPL4',1392.58,1021.36,1323.79,1647.13,1313.16
200786_at,na,'MFN2',4789.02,4584.96,4526.21,4278.62,4499.88
200787_s_at,na,'RAB5C',3600.17,3168.1,3196.23,4009.59,3415.81
200788_s_at,na,'NMT1',4399.5,3942.47,3822.83,4612.96,4695.27
200789_at,na,'NMT1',890.21,808.725,1027.23,949.451,890.371
200790_at,na,'YBX3',5582.19,3370.28,3645.5,10095.6,8287.48
200791_s_at,na,'YBX3',1838.16,2330.71,1983.19,1466.18,2133.05
200792_at,na,'IGFBP7',5961.41,6159.71,7387.73,7279.35,8068.01
200793_s_at,na,'IGFBP7',1138.06,1291.17,1014.57,709.288,980.445
200794_x_at,na,'PUM1',3490.46,3061.62,2991.41,3048.47,3638.22
200796_s_at,na,'PUM1',747.777,421.89,417.811,769.892,1100.86
200797_s_at,na,'PUM1',3903.22,3647.35,3960.5,4304.07,5502.49
200798_x_at,na,'ARHGDIA',2164.43,1750.95,1963.7,2633.09,3448.28
200799_at,na,'ARHGDIA',1235.44,1431.08,1484.88,1150.88,1212.37
200800_s_at,na,'BHLHE40',992.061,1188.17,1260.02,706.35,909.697
200801_x_at,na,'BHLHE40',20683.3,28404.5,25667.1,21883,23063.6
200802_at,na,'ATP6V0E1',3199.64,3310.89,3058.91,4297.62,3145.75
200803_s_at,na,'NUDC',5844,4896.68,5521.16,6210.37,7517.59
200804_at,na,'TERF2IP',7135.72,8006.37,7306.72,5502.35,6356.39
200805_at,na,'TMX2',1136.87,1277.75,1014.1,1119.94,581.488
200806_s_at,na,'ARCN1',7974.34,5770.07,6766.18,5686.67,6663.3
200807_s_at,na,'UBA2',11161.9,9358.62,10276.8,8372.51,10381.6
200808_s_at,na,'FBXO7',1198.46,1505.38,1071.24,742.51,888.552
200809_x_at,na,'GNAI3',16480.8,21043.9,17272.7,14288.9,14040.2
200810_s_at,na,'GNAI3',1532.6,845.625,959.31,1482,1294.61
200811_at,na,'GNAI3',1958.49,1219.86,1101.4,1284.58,1542.01
200812_at,na,'CHD4',2856.52,3903.11,3781.55,4161.61,3880.96
200813_s_at,na,'CHD4',944.444,857.745,812.531,852.034,932.5
200814_at,na,'HTRA1',3267.94,3360.17,2840.59,2504.18,3699
200815_s_at,na,'LRPAP1',885.013,1065.34,1048.23,1061.46,971.543
200816_s_at,na,'ITPR3',947.188,1042.42,904.859,1110.38,989.062
200817_x_at,na,'ITPR3',23634,24200.4,26103,24725,24912.3
200818_at,na,'ITPR3',4070.67,4259.7,4752.91,5453.11,3761.3
200819_s_at,na,'PITPNA',18332,21013.2,20401.5,16297.9,15534.3
200820_at,na,'PITPNA',3515.66,3160.52,2864.75,3272.57,3021.29
200821_at,na,'PITPNA',720.264,506.391,954.328,423.897,412.265
200822_x_at,na,'IDH1',6377.59,7519.5,7024.97,5810.37,5745.2
200823_x_at,na,'SEPW1',11974.9,10022.9,9852,10038.1,11822.7
200824_at,na,'SLC7A5',1930.02,2166.2,2225.3,911.932,1058.17
200825_s_at,na,'AMD1',2970.27,4004.16,3955.64,4108.1,4713.38
200826_at,na,'AMD1',7398.47,5914.24,6293.47,10744.3,7349.44
200827_at,na,'PSMD1',440.832,549.914,680.774,447.169,449.08
200828_s_at,na,'PSMD1',4822.73,3369.97,3749.31,3855.6,5290.94
200829_x_at,na,'CREG1',2008.06,1797.8,1739.23,2295.07,1869.04
200830_at,na,'CSTB',6089.88,5123.73,5534.73,8210.05,7449.96
200832_s_at,na,'PCNA',664.596,4278.93,4029.49,334.528,1047.01
200833_s_at,na,'RRBP1',2852.67,2315.54,2175.23,3324.44,3263.28
200834_s_at,na,'RRBP1',15250.1,15241.3,15132.9,15195.4,14656.5
200837_at,na,'---',5304.19,5317.25,4960.08,6334.03,5440.98
200838_at,na,'RRBP1',2164.64,1647.22,2352.11,1014.81,1181.16
200839_s_at,na,'TNFAIP1',3838.77,3788.86,3229.44,2166.85,2318.4
200840_at,na,'HDAC1',4930.86,5173.61,5323.42,6180.47,6044.9
200841_s_at,na,'DDX3X',658.019,549.443,419.737,633.093,461.308
200842_s_at,na,'DDX3X',1017.95,1241.42,1294.93,1217.67,727.01
200843_s_at,na,'PPP1R7',1353.5,1044.15,1276,1247.96,1007.5
200844_s_at,na,'PLS3',4951.02,4595.25,4799.35,4282.62,3326.56
200845_s_at,na,'ERP29',2878.41,3526.38,2870.27,2582.26,2478.45
200846_s_at,na,'RPL3',4456.49,3790.69,3907.4,2973.99,3292.2
200847_s_at,na,'CTBP2',979.877,1182.54,1293.04,1317.16,1337.09
200848_at,na,'CTBP2',706.794,1312.91,668.425,579.059,403.929
200849_s_at,na,'CTBP2',967.541,1712.04,1397.24,896.219,606.035
200850_s_at,na,'SNRNP70',2103.71,2497.15,2524.79,1728.4,1690.6
200851_s_at,na,'RAD23B',1434.6,1169.38,1335.11,1388.3,1534.18
200852_x_at,na,'RAD23B',2088.64,2774.25,2224.75,1659.81,1828.2
200853_at,na,'SRRM1',9007.75,8170.72,7988.73,9495.3,8248.54
200854_at,na,'NDUFB8',507.734,618.553,684.403,371.455,479.48
200855_at,na,'NDUFB8',186.997,238.899,231.787,110.509,136.493
200856_x_at,na,'ARIH2',213.857,251.666,229.979,155.777,171.493
200857_s_at,na,'ARIH2',510.157,629.99,715.448,415.311,523.407
200858_s_at,na,'ARIH2',5635.69,6393.38,5717.28,6098.96,5219.21
200859_x_at,na,'ENO1',3523.55,4523.36,6372.9,4244.57,3311.5
200860_s_at,na,'PSMD13',1631.84,1796.42,1593.19,1396.19,1262.13
200861_at,na,'PSMD13',383.054,436.069,507.938,378.746,435.247
200862_at,na,'ILK',1562.93,1551.66,2038.38,1477.14,1510.67
200863_s_at,na,'CAPZA2',3585.58,3412.86,3286.54,4109.11,4443.08
200864_s_at,na,'CAPZA2',345.772,233.263,280.688,345.178,510.675
200866_s_at,na,'SPCS2 /// SPCS2P4',4433.7,4656.1,4878.13,4759.57,4904.8
200867_at,na,'SPCS2',621.389,625.215,671.93,692.731,640.129
200868_s_at,na,'DDX1',1255.61,996.732,1082.38,1418.35,1533.09
200869_at,na,'ATP1B1',13005.8,15402.1,15484.6,20201.9,18561.7
200870_at,na,'ATP1B1',4328.28,3242.51,4213.51,4942.94,4833.42
200871_s_at,na,'RAF1',6903.7,7638.02,9064.27,7161.82,7412.49
200872_at,na,'OTUB1',11292.6,12867,11778.7,8887.75,11516.3
200873_s_at,na,'OTUB1',5026.69,4835.2,4868.19,5300.25,4216.96
200874_s_at,na,'SREBF2',394.386,453.341,422.291,476.253,476.106
200875_s_at,na,'SREBF2',2084.14,1649.61,1965.49,2522.68,3166.42
200876_s_at,na,'SLC2A1',6025.86,5780.43,5270.67,5349.39,3850.03
